payment_id,payment_code,order_id,payment_date,payment_method,payment_status,transaction_amount,transaction_reference
29832,PAY029832,29832,2024-10-14,Credit Card,Refunded,16072.9,TXN129832
29833,PAY029833,29833,2024-04-10,Cash,Pending,66473.23,TXN129833
29834,PAY029834,29834,2025-04-30,Debit Card,Refunded,40168.6,TXN129834
29835,PAY029835,29835,2023-05-09,Cash,Completed,6833.13,TXN129835
29836,PAY029836,29836,2023-10-01,Debit Card,Pending,84279.13,TXN129836
29837,PAY029837,29837,2023-08-20,Credit Card,Refunded,8895.34,TXN129837
29838,PAY029838,29838,2023-03-25,Cash,Completed,77402.86,TXN129838
29839,PAY029839,29839,2024-04-07,Debit Card,Completed,33066.42,TXN129839
29840,PAY029840,29840,2023-02-06,Credit Card,Completed,3078.42,TXN129840
29841,PAY029841,29841,2024-12-03,Debit Card,Completed,61963.22,TXN129841
29842,PAY029842,29842,2024-12-16,Net Banking,Completed,73121.8,TXN129842
29843,PAY029843,29843,2023-05-06,Debit Card,Completed,85512.59,TXN129843
29844,PAY029844,29844,2023-07-19,Credit Card,Completed,14220.53,TXN129844
29845,PAY029845,29845,2024-03-12,Credit Card,Completed,73224.96,TXN129845
29846,PAY029846,29846,2023-10-28,Cash,Completed,36517.7,TXN129846
29847,PAY029847,29847,2023-02-27,Net Banking,Refunded,73223.28,TXN129847
29848,PAY029848,29848,2023-07-16,Net Banking,Completed,8264.53,TXN129848
29849,PAY029849,29849,2024-01-12,Credit Card,Pending,9871.7,TXN129849
29850,PAY029850,29850,2024-01-01,Credit Card,Refunded,6678.94,TXN129850
29851,PAY029851,29851,2023-10-04,Debit Card,Refunded,46910.94,TXN129851
29852,PAY029852,29852,2024-12-10,Credit Card,Pending,17546.27,TXN129852
29853,PAY029853,29853,2023-11-17,Debit Card,Completed,64230.89,TXN129853
29854,PAY029854,29854,2023-07-11,UPI,Refunded,13488.59,TXN129854
29855,PAY029855,29855,2023-04-24,Debit Card,Refunded,62897.43,TXN129855
29856,PAY029856,29856,2024-05-01,UPI,Pending,65963.95,TXN129856
29857,PAY029857,29857,2025-05-30,Net Banking,Completed,75964.49,TXN129857
29858,PAY029858,29858,2023-12-18,Debit Card,Pending,75939.32,TXN129858
29859,PAY029859,29859,2023-02-01,Net Banking,Refunded,76714.76,TXN129859
29860,PAY029860,29860,2024-05-07,Credit Card,Completed,45934.36,TXN129860
29861,PAY029861,29861,2025-01-23,Credit Card,Completed,57613.44,TXN129861
29862,PAY029862,29862,2023-03-30,Cash,Pending,35083.08,TXN129862
29863,PAY029863,29863,2024-10-04,Credit Card,Pending,86146.83,TXN129863
29864,PAY029864,29864,2024-03-16,Debit Card,Completed,26740.42,TXN129864
29865,PAY029865,29865,2023-03-25,Credit Card,Pending,54753.12,TXN129865
29866,PAY029866,29866,2024-06-27,Net Banking,Refunded,77492.96,TXN129866
29867,PAY029867,29867,2024-12-31,Cash,Refunded,62001.24,TXN129867
29868,PAY029868,29868,2025-06-17,Credit Card,Pending,4012.08,TXN129868
29869,PAY029869,29869,2024-12-07,Debit Card,Completed,45625.51,TXN129869
29870,PAY029870,29870,2024-03-31,Credit Card,Completed,7052.44,TXN129870
29871,PAY029871,29871,2023-09-21,UPI,Refunded,41706.91,TXN129871
29872,PAY029872,29872,2023-04-07,Cash,Pending,19296.55,TXN129872
29873,PAY029873,29873,2025-02-26,Net Banking,Refunded,55256.4,TXN129873
29874,PAY029874,29874,2025-01-01,Cash,Refunded,74817.89,TXN129874
29875,PAY029875,29875,2025-03-30,Debit Card,Pending,3305.36,TXN129875
29876,PAY029876,29876,2023-08-03,Cash,Refunded,12354.39,TXN129876
29877,PAY029877,29877,2024-06-03,Debit Card,Refunded,23853.48,TXN129877
29878,PAY029878,29878,2023-10-30,Credit Card,Pending,31358.05,TXN129878
29879,PAY029879,29879,2025-04-08,Net Banking,Completed,30358.03,TXN129879
29880,PAY029880,29880,2024-05-24,Net Banking,Completed,53256.75,TXN129880
29881,PAY029881,29881,2025-02-05,Net Banking,Pending,18550.0,TXN129881
29882,PAY029882,29882,2023-08-31,Net Banking,Completed,70749.59,TXN129882
29883,PAY029883,29883,2024-01-04,Debit Card,Refunded,69721.22,TXN129883
29884,PAY029884,29884,2024-10-23,Debit Card,Refunded,31680.68,TXN129884
29885,PAY029885,29885,2024-07-13,Net Banking,Completed,76561.88,TXN129885
29886,PAY029886,29886,2023-07-26,UPI,Pending,22760.56,TXN129886
29887,PAY029887,29887,2025-05-06,Cash,Refunded,34461.27,TXN129887
29888,PAY029888,29888,2025-02-27,Debit Card,Pending,13772.82,TXN129888
29889,PAY029889,29889,2024-09-05,Debit Card,Completed,72512.72,TXN129889
29890,PAY029890,29890,2023-12-30,Net Banking,Refunded,19742.19,TXN129890
29891,PAY029891,29891,2025-02-05,Net Banking,Pending,26754.46,TXN129891
29892,PAY029892,29892,2023-07-13,UPI,Pending,38328.37,TXN129892
29893,PAY029893,29893,2023-05-27,Credit Card,Pending,77504.59,TXN129893
29894,PAY029894,29894,2024-01-22,Net Banking,Pending,73688.36,TXN129894
29895,PAY029895,29895,2024-08-02,UPI,Refunded,56980.81,TXN129895
29896,PAY029896,29896,2024-10-10,Net Banking,Refunded,31497.48,TXN129896
29897,PAY029897,29897,2025-02-16,UPI,Refunded,1501.41,TXN129897
29898,PAY029898,29898,2025-03-26,Net Banking,Refunded,5855.02,TXN129898
29899,PAY029899,29899,2024-02-09,UPI,Refunded,10781.49,TXN129899
29900,PAY029900,29900,2023-03-10,Debit Card,Refunded,26192.88,TXN129900
29901,PAY029901,29901,2024-02-14,Cash,Completed,63018.89,TXN129901
29902,PAY029902,29902,2024-12-30,Credit Card,Completed,3499.29,TXN129902
29903,PAY029903,29903,2025-06-13,Debit Card,Completed,26281.75,TXN129903
29904,PAY029904,29904,2024-12-24,UPI,Completed,38825.14,TXN129904
29905,PAY029905,29905,2023-02-15,Cash,Pending,21059.8,TXN129905
29906,PAY029906,29906,2023-05-27,Debit Card,Completed,16453.03,TXN129906
29907,PAY029907,29907,2024-12-31,UPI,Completed,2265.27,TXN129907
29908,PAY029908,29908,2023-11-27,Debit Card,Refunded,20731.02,TXN129908
29909,PAY029909,29909,2023-05-16,Cash,Completed,37594.26,TXN129909
29910,PAY029910,29910,2023-01-22,Cash,Pending,77588.63,TXN129910
29911,PAY029911,29911,2024-09-01,UPI,Completed,21893.84,TXN129911
29912,PAY029912,29912,2024-01-29,Cash,Pending,86964.96,TXN129912
29913,PAY029913,29913,2024-12-16,Net Banking,Completed,5013.48,TXN129913
29914,PAY029914,29914,2024-06-30,Credit Card,Pending,39034.35,TXN129914
29915,PAY029915,29915,2024-10-20,Credit Card,Completed,31158.88,TXN129915
29916,PAY029916,29916,2023-11-25,Cash,Pending,42096.04,TXN129916
29917,PAY029917,29917,2024-08-26,Cash,Completed,24629.08,TXN129917
29918,PAY029918,29918,2023-03-18,Net Banking,Completed,38234.41,TXN129918
29919,PAY029919,29919,2025-04-01,UPI,Completed,44253.3,TXN129919
29920,PAY029920,29920,2023-11-02,Debit Card,Refunded,60387.93,TXN129920
29921,PAY029921,29921,2023-11-01,Credit Card,Refunded,48474.52,TXN129921
29922,PAY029922,29922,2024-04-03,Net Banking,Pending,4716.53,TXN129922
29923,PAY029923,29923,2024-01-13,Net Banking,Completed,73676.79,TXN129923
29924,PAY029924,29924,2025-05-09,Debit Card,Pending,73497.7,TXN129924
29925,PAY029925,29925,2023-07-21,UPI,Refunded,11104.7,TXN129925
29926,PAY029926,29926,2023-10-08,Credit Card,Completed,28988.18,TXN129926
29927,PAY029927,29927,2025-06-27,UPI,Completed,70304.49,TXN129927
29928,PAY029928,29928,2023-08-09,Cash,Refunded,29186.79,TXN129928
29929,PAY029929,29929,2024-11-11,Debit Card,Completed,18997.1,TXN129929
29930,PAY029930,29930,2023-01-14,Debit Card,Pending,77683.73,TXN129930
29931,PAY029931,29931,2024-10-01,UPI,Completed,59597.73,TXN129931
29932,PAY029932,29932,2025-01-16,Credit Card,Completed,43230.17,TXN129932
29933,PAY029933,29933,2025-02-07,Net Banking,Refunded,28437.58,TXN129933
29934,PAY029934,29934,2024-10-06,Debit Card,Refunded,79141.64,TXN129934
29935,PAY029935,29935,2025-04-26,Net Banking,Completed,65735.31,TXN129935
29936,PAY029936,29936,2025-04-19,Debit Card,Refunded,60773.86,TXN129936
29937,PAY029937,29937,2024-07-17,Cash,Completed,64148.51,TXN129937
29938,PAY029938,29938,2023-07-29,UPI,Refunded,15745.0,TXN129938
29939,PAY029939,29939,2024-11-18,Credit Card,Refunded,6697.97,TXN129939
29940,PAY029940,29940,2024-04-30,Debit Card,Pending,49299.73,TXN129940
29941,PAY029941,29941,2024-05-09,Credit Card,Completed,7076.71,TXN129941
29942,PAY029942,29942,2023-06-24,Debit Card,Completed,78622.59,TXN129942
29943,PAY029943,29943,2023-11-27,Net Banking,Refunded,49411.98,TXN129943
29944,PAY029944,29944,2023-03-14,Credit Card,Completed,16863.36,TXN129944
29945,PAY029945,29945,2023-05-09,Debit Card,Completed,9994.2,TXN129945
29946,PAY029946,29946,2024-01-15,Cash,Completed,26644.58,TXN129946
29947,PAY029947,29947,2023-03-06,Credit Card,Completed,33488.46,TXN129947
29948,PAY029948,29948,2024-12-29,UPI,Completed,34504.73,TXN129948
29949,PAY029949,29949,2024-10-16,Net Banking,Pending,55592.53,TXN129949
29950,PAY029950,29950,2024-05-30,UPI,Refunded,20167.36,TXN129950
29951,PAY029951,29951,2025-01-11,UPI,Completed,82731.72,TXN129951
29952,PAY029952,29952,2024-02-12,UPI,Refunded,7587.47,TXN129952
29953,PAY029953,29953,2023-05-25,UPI,Pending,62078.24,TXN129953
29954,PAY029954,29954,2023-01-09,Cash,Pending,55732.37,TXN129954
29955,PAY029955,29955,2023-03-11,UPI,Pending,22964.38,TXN129955
29956,PAY029956,29956,2025-01-15,Credit Card,Refunded,43494.88,TXN129956
29957,PAY029957,29957,2024-06-11,UPI,Pending,32047.8,TXN129957
29958,PAY029958,29958,2024-05-13,Credit Card,Pending,48887.02,TXN129958
29959,PAY029959,29959,2024-01-31,Debit Card,Pending,37768.91,TXN129959
29960,PAY029960,29960,2024-04-16,Net Banking,Pending,48704.68,TXN129960
29961,PAY029961,29961,2024-07-09,Net Banking,Pending,85538.12,TXN129961
29962,PAY029962,29962,2025-05-20,Debit Card,Refunded,82036.16,TXN129962
29963,PAY029963,29963,2023-07-25,UPI,Pending,65516.6,TXN129963
29964,PAY029964,29964,2025-01-10,Debit Card,Pending,78953.19,TXN129964
29965,PAY029965,29965,2024-09-08,Cash,Refunded,65272.43,TXN129965
29966,PAY029966,29966,2025-05-20,UPI,Refunded,34998.97,TXN129966
29967,PAY029967,29967,2023-11-17,Debit Card,Refunded,89602.78,TXN129967
29968,PAY029968,29968,2025-01-13,Net Banking,Refunded,79120.83,TXN129968
29969,PAY029969,29969,2023-06-20,Cash,Refunded,38976.14,TXN129969
29970,PAY029970,29970,2023-10-28,Cash,Pending,12360.49,TXN129970
29971,PAY029971,29971,2023-05-02,UPI,Pending,63610.22,TXN129971
29972,PAY029972,29972,2024-03-02,Net Banking,Completed,40278.85,TXN129972
29973,PAY029973,29973,2025-06-25,Net Banking,Pending,18787.79,TXN129973
29974,PAY029974,29974,2024-03-04,Debit Card,Refunded,59715.09,TXN129974
29975,PAY029975,29975,2023-03-31,Net Banking,Pending,47795.63,TXN129975
29976,PAY029976,29976,2024-06-25,UPI,Pending,67699.05,TXN129976
29977,PAY029977,29977,2023-02-16,Net Banking,Refunded,58995.55,TXN129977
29978,PAY029978,29978,2025-02-28,Net Banking,Refunded,21321.04,TXN129978
29979,PAY029979,29979,2025-02-23,UPI,Refunded,44634.59,TXN129979
29980,PAY029980,29980,2024-04-14,Net Banking,Pending,43580.59,TXN129980
29981,PAY029981,29981,2023-12-09,Cash,Refunded,52648.06,TXN129981
29982,PAY029982,29982,2025-03-28,Debit Card,Pending,77231.98,TXN129982
29983,PAY029983,29983,2024-07-10,UPI,Refunded,46132.81,TXN129983
29984,PAY029984,29984,2024-07-20,Cash,Pending,48173.0,TXN129984
29985,PAY029985,29985,2023-06-13,Credit Card,Completed,72966.86,TXN129985
29986,PAY029986,29986,2025-06-24,Debit Card,Completed,52509.13,TXN129986
29987,PAY029987,29987,2024-02-21,Credit Card,Completed,11050.0,TXN129987
29988,PAY029988,29988,2024-02-08,Net Banking,Completed,79038.78,TXN129988
29989,PAY029989,29989,2023-11-26,Credit Card,Completed,64019.83,TXN129989
29990,PAY029990,29990,2023-06-22,Net Banking,Refunded,10552.94,TXN129990
29991,PAY029991,29991,2024-05-07,Net Banking,Refunded,31293.42,TXN129991
29992,PAY029992,29992,2024-10-18,UPI,Pending,20737.4,TXN129992
29993,PAY029993,29993,2023-10-12,Debit Card,Completed,75166.58,TXN129993
29994,PAY029994,29994,2023-01-19,Cash,Pending,17907.04,TXN129994
29995,PAY029995,29995,2024-09-28,Credit Card,Refunded,50642.48,TXN129995
29996,PAY029996,29996,2024-11-08,Cash,Pending,51904.68,TXN129996
29997,PAY029997,29997,2024-03-04,Credit Card,Completed,66063.66,TXN129997
29998,PAY029998,29998,2025-02-05,Credit Card,Pending,3128.2,TXN129998
29999,PAY029999,29999,2023-11-26,UPI,Refunded,40224.19,TXN129999
30000,PAY030000,30000,2024-01-08,Net Banking,Completed,20754.01,TXN130000
30001,PAY030001,30001,2024-04-15,Cash,Completed,73431.85,TXN130001
30002,PAY030002,30002,2023-02-20,Debit Card,Pending,18205.75,TXN130002
30003,PAY030003,30003,2025-01-10,Credit Card,Completed,11574.56,TXN130003
30004,PAY030004,30004,2023-12-13,UPI,Pending,49049.31,TXN130004
30005,PAY030005,30005,2023-10-17,Cash,Pending,53832.38,TXN130005
30006,PAY030006,30006,2025-05-20,Cash,Pending,85031.72,TXN130006
30007,PAY030007,30007,2025-06-23,Debit Card,Refunded,29891.05,TXN130007
30008,PAY030008,30008,2024-05-17,Cash,Refunded,34645.74,TXN130008
30009,PAY030009,30009,2024-04-25,Cash,Refunded,76641.65,TXN130009
30010,PAY030010,30010,2023-10-04,Net Banking,Refunded,10153.12,TXN130010
30011,PAY030011,30011,2024-06-25,Cash,Completed,30997.63,TXN130011
30012,PAY030012,30012,2024-04-08,Debit Card,Completed,55728.67,TXN130012
30013,PAY030013,30013,2023-12-16,Cash,Completed,4463.09,TXN130013
30014,PAY030014,30014,2025-03-30,Debit Card,Pending,81746.16,TXN130014
30015,PAY030015,30015,2023-07-14,UPI,Refunded,22352.63,TXN130015
30016,PAY030016,30016,2023-05-22,UPI,Refunded,70320.65,TXN130016
30017,PAY030017,30017,2023-10-15,Credit Card,Refunded,1669.1,TXN130017
30018,PAY030018,30018,2023-12-30,Net Banking,Pending,36413.43,TXN130018
30019,PAY030019,30019,2024-06-16,UPI,Pending,18775.9,TXN130019
30020,PAY030020,30020,2024-05-26,UPI,Pending,35050.06,TXN130020
30021,PAY030021,30021,2024-05-05,Credit Card,Refunded,16175.83,TXN130021
30022,PAY030022,30022,2024-08-12,Net Banking,Pending,18037.48,TXN130022
30023,PAY030023,30023,2024-02-09,Net Banking,Pending,79754.02,TXN130023
30024,PAY030024,30024,2024-07-05,Credit Card,Completed,71345.49,TXN130024
30025,PAY030025,30025,2023-03-29,Credit Card,Completed,77619.82,TXN130025
30026,PAY030026,30026,2024-01-29,Debit Card,Pending,616.63,TXN130026
30027,PAY030027,30027,2024-09-11,Credit Card,Refunded,27925.74,TXN130027
30028,PAY030028,30028,2024-03-02,UPI,Pending,66527.83,TXN130028
30029,PAY030029,30029,2023-07-25,Credit Card,Completed,93779.18,TXN130029
30030,PAY030030,30030,2024-07-20,Credit Card,Completed,32048.06,TXN130030
30031,PAY030031,30031,2024-11-23,Net Banking,Completed,79152.02,TXN130031
30032,PAY030032,30032,2024-06-30,Net Banking,Refunded,70390.99,TXN130032
30033,PAY030033,30033,2023-04-20,Net Banking,Pending,81427.43,TXN130033
30034,PAY030034,30034,2024-01-11,Debit Card,Completed,61758.44,TXN130034
30035,PAY030035,30035,2024-11-18,Debit Card,Pending,30134.17,TXN130035
30036,PAY030036,30036,2023-11-10,Cash,Refunded,16884.35,TXN130036
30037,PAY030037,30037,2024-01-26,Debit Card,Refunded,5885.85,TXN130037
30038,PAY030038,30038,2024-04-10,Cash,Refunded,4338.14,TXN130038
30039,PAY030039,30039,2024-03-11,Debit Card,Completed,79944.4,TXN130039
30040,PAY030040,30040,2024-10-28,Cash,Refunded,23282.43,TXN130040
30041,PAY030041,30041,2024-01-28,Credit Card,Pending,67262.1,TXN130041
30042,PAY030042,30042,2024-06-18,Credit Card,Pending,89618.56,TXN130042
30043,PAY030043,30043,2023-12-14,Debit Card,Pending,77866.41,TXN130043
30044,PAY030044,30044,2025-04-08,Credit Card,Pending,10216.27,TXN130044
30045,PAY030045,30045,2024-02-12,Net Banking,Refunded,36614.3,TXN130045
30046,PAY030046,30046,2023-10-17,UPI,Refunded,63676.56,TXN130046
30047,PAY030047,30047,2025-02-04,UPI,Completed,64405.98,TXN130047
30048,PAY030048,30048,2024-03-07,Debit Card,Refunded,54515.15,TXN130048
30049,PAY030049,30049,2025-06-07,Credit Card,Refunded,18958.95,TXN130049
30050,PAY030050,30050,2025-04-22,Credit Card,Refunded,74479.9,TXN130050
30051,PAY030051,30051,2025-01-21,Cash,Pending,52305.42,TXN130051
30052,PAY030052,30052,2025-05-14,Cash,Pending,5587.26,TXN130052
30053,PAY030053,30053,2025-05-13,Cash,Pending,66749.63,TXN130053
30054,PAY030054,30054,2025-06-27,Net Banking,Pending,17356.53,TXN130054
30055,PAY030055,30055,2025-04-25,Cash,Refunded,41675.19,TXN130055
30056,PAY030056,30056,2023-11-24,Credit Card,Refunded,76310.03,TXN130056
30057,PAY030057,30057,2023-02-24,Credit Card,Refunded,3372.32,TXN130057
30058,PAY030058,30058,2023-07-11,UPI,Completed,61203.76,TXN130058
30059,PAY030059,30059,2025-05-12,Debit Card,Pending,16922.11,TXN130059
30060,PAY030060,30060,2024-01-03,Net Banking,Pending,19868.62,TXN130060
30061,PAY030061,30061,2023-10-15,UPI,Refunded,29358.52,TXN130061
30062,PAY030062,30062,2024-10-04,Cash,Completed,57294.5,TXN130062
30063,PAY030063,30063,2024-12-02,Net Banking,Refunded,39784.56,TXN130063
30064,PAY030064,30064,2024-10-28,Cash,Pending,44203.64,TXN130064
30065,PAY030065,30065,2025-04-11,Credit Card,Pending,69087.29,TXN130065
30066,PAY030066,30066,2024-01-17,UPI,Pending,51055.06,TXN130066
30067,PAY030067,30067,2025-04-19,Debit Card,Refunded,77335.23,TXN130067
30068,PAY030068,30068,2023-05-03,Credit Card,Refunded,35709.83,TXN130068
30069,PAY030069,30069,2024-01-05,Cash,Pending,76536.71,TXN130069
30070,PAY030070,30070,2025-04-25,Credit Card,Pending,84204.23,TXN130070
30071,PAY030071,30071,2023-02-07,UPI,Completed,45208.47,TXN130071
30072,PAY030072,30072,2025-03-07,Net Banking,Refunded,19670.86,TXN130072
30073,PAY030073,30073,2025-05-10,Credit Card,Refunded,76982.67,TXN130073
30074,PAY030074,30074,2023-02-08,Cash,Refunded,57247.52,TXN130074
30075,PAY030075,30075,2023-11-22,Net Banking,Pending,37438.31,TXN130075
30076,PAY030076,30076,2025-02-07,Cash,Refunded,28709.01,TXN130076
30077,PAY030077,30077,2024-09-27,Credit Card,Completed,23259.49,TXN130077
30078,PAY030078,30078,2023-02-14,Debit Card,Completed,1426.86,TXN130078
30079,PAY030079,30079,2025-02-05,Debit Card,Pending,48222.41,TXN130079
30080,PAY030080,30080,2024-11-06,Credit Card,Pending,15854.74,TXN130080
30081,PAY030081,30081,2023-05-04,Cash,Pending,44601.14,TXN130081
30082,PAY030082,30082,2024-07-02,UPI,Completed,83032.22,TXN130082
30083,PAY030083,30083,2024-11-26,Credit Card,Refunded,63249.72,TXN130083
30084,PAY030084,30084,2023-01-14,UPI,Completed,45878.55,TXN130084
30085,PAY030085,30085,2024-09-24,Debit Card,Completed,69838.16,TXN130085
30086,PAY030086,30086,2025-02-06,UPI,Refunded,44086.13,TXN130086
30087,PAY030087,30087,2024-03-31,UPI,Refunded,74954.15,TXN130087
30088,PAY030088,30088,2024-07-12,Credit Card,Pending,37200.81,TXN130088
30089,PAY030089,30089,2023-10-14,UPI,Completed,81142.97,TXN130089
30090,PAY030090,30090,2023-12-08,Cash,Refunded,22009.01,TXN130090
30091,PAY030091,30091,2023-02-11,Debit Card,Completed,74465.03,TXN130091
30092,PAY030092,30092,2024-12-19,UPI,Pending,65736.62,TXN130092
30093,PAY030093,30093,2025-06-11,Cash,Refunded,15801.18,TXN130093
30094,PAY030094,30094,2025-02-14,Cash,Completed,33985.6,TXN130094
30095,PAY030095,30095,2024-06-26,UPI,Pending,44786.05,TXN130095
30096,PAY030096,30096,2024-06-17,UPI,Pending,40987.24,TXN130096
30097,PAY030097,30097,2023-01-02,Debit Card,Completed,79102.74,TXN130097
30098,PAY030098,30098,2024-07-19,Credit Card,Pending,32425.44,TXN130098
30099,PAY030099,30099,2025-06-01,Credit Card,Pending,34273.03,TXN130099
30100,PAY030100,30100,2023-03-18,Net Banking,Completed,32335.72,TXN130100
30101,PAY030101,30101,2023-12-12,Credit Card,Refunded,42611.97,TXN130101
30102,PAY030102,30102,2025-05-26,UPI,Completed,80465.4,TXN130102
30103,PAY030103,30103,2023-02-14,Net Banking,Pending,26433.89,TXN130103
30104,PAY030104,30104,2023-06-26,Debit Card,Refunded,51272.16,TXN130104
30105,PAY030105,30105,2024-11-14,Net Banking,Pending,32404.7,TXN130105
30106,PAY030106,30106,2024-04-19,Credit Card,Pending,31029.73,TXN130106
30107,PAY030107,30107,2023-08-23,Net Banking,Completed,7887.27,TXN130107
30108,PAY030108,30108,2024-05-02,Credit Card,Refunded,65462.13,TXN130108
30109,PAY030109,30109,2024-12-28,Net Banking,Refunded,31335.5,TXN130109
30110,PAY030110,30110,2025-06-30,Credit Card,Pending,51554.71,TXN130110
30111,PAY030111,30111,2024-01-04,Credit Card,Pending,46769.62,TXN130111
30112,PAY030112,30112,2024-12-30,Credit Card,Refunded,26424.85,TXN130112
30113,PAY030113,30113,2023-02-13,Credit Card,Pending,6094.15,TXN130113
30114,PAY030114,30114,2024-06-02,Net Banking,Refunded,907.44,TXN130114
30115,PAY030115,30115,2025-03-03,Debit Card,Completed,42255.59,TXN130115
30116,PAY030116,30116,2023-01-10,Net Banking,Completed,15832.3,TXN130116
30117,PAY030117,30117,2024-07-07,UPI,Refunded,4975.81,TXN130117
30118,PAY030118,30118,2023-03-24,Debit Card,Pending,11770.55,TXN130118
30119,PAY030119,30119,2023-07-22,Debit Card,Pending,70831.57,TXN130119
30120,PAY030120,30120,2024-07-03,Credit Card,Completed,53770.02,TXN130120
30121,PAY030121,30121,2024-11-24,Credit Card,Completed,29185.27,TXN130121
30122,PAY030122,30122,2023-07-13,UPI,Pending,59655.81,TXN130122
30123,PAY030123,30123,2023-11-23,Cash,Refunded,49439.39,TXN130123
30124,PAY030124,30124,2025-02-06,Cash,Refunded,27364.62,TXN130124
30125,PAY030125,30125,2024-12-09,UPI,Pending,63919.63,TXN130125
30126,PAY030126,30126,2023-04-26,Cash,Pending,7660.12,TXN130126
30127,PAY030127,30127,2024-09-02,Debit Card,Pending,43476.29,TXN130127
30128,PAY030128,30128,2023-10-08,Credit Card,Pending,54706.66,TXN130128
30129,PAY030129,30129,2024-03-05,Cash,Completed,58379.83,TXN130129
30130,PAY030130,30130,2024-12-15,Credit Card,Pending,6832.19,TXN130130
30131,PAY030131,30131,2023-03-07,Net Banking,Refunded,37523.35,TXN130131
30132,PAY030132,30132,2025-01-10,UPI,Refunded,20752.83,TXN130132
30133,PAY030133,30133,2023-02-26,UPI,Refunded,77705.88,TXN130133
30134,PAY030134,30134,2024-11-02,UPI,Refunded,87585.69,TXN130134
30135,PAY030135,30135,2023-05-26,Net Banking,Refunded,39733.2,TXN130135
30136,PAY030136,30136,2024-10-18,Net Banking,Pending,52619.72,TXN130136
30137,PAY030137,30137,2025-03-08,UPI,Completed,14570.2,TXN130137
30138,PAY030138,30138,2024-06-01,UPI,Refunded,28956.75,TXN130138
30139,PAY030139,30139,2024-01-28,UPI,Pending,88624.88,TXN130139
30140,PAY030140,30140,2024-05-30,Credit Card,Refunded,38179.32,TXN130140
30141,PAY030141,30141,2025-05-25,Net Banking,Pending,39688.34,TXN130141
30142,PAY030142,30142,2024-06-02,Debit Card,Refunded,56108.85,TXN130142
30143,PAY030143,30143,2024-06-06,Cash,Refunded,14833.25,TXN130143
30144,PAY030144,30144,2024-11-23,Cash,Completed,33671.16,TXN130144
30145,PAY030145,30145,2025-05-06,Debit Card,Completed,37383.37,TXN130145
30146,PAY030146,30146,2023-03-24,Net Banking,Refunded,22645.79,TXN130146
30147,PAY030147,30147,2024-11-29,Debit Card,Completed,69632.65,TXN130147
30148,PAY030148,30148,2024-09-12,Credit Card,Completed,83808.23,TXN130148
30149,PAY030149,30149,2025-03-26,Credit Card,Pending,52070.07,TXN130149
30150,PAY030150,30150,2025-01-17,Cash,Refunded,14143.63,TXN130150
30151,PAY030151,30151,2025-03-10,Net Banking,Refunded,31906.23,TXN130151
30152,PAY030152,30152,2024-10-09,Cash,Completed,78282.33,TXN130152
30153,PAY030153,30153,2024-06-07,Net Banking,Refunded,40309.47,TXN130153
30154,PAY030154,30154,2023-04-03,UPI,Pending,81252.18,TXN130154
30155,PAY030155,30155,2024-02-24,Cash,Completed,45224.64,TXN130155
30156,PAY030156,30156,2023-02-18,Debit Card,Pending,84217.54,TXN130156
30157,PAY030157,30157,2024-02-21,Debit Card,Refunded,27738.22,TXN130157
30158,PAY030158,30158,2025-04-15,Credit Card,Completed,77407.86,TXN130158
30159,PAY030159,30159,2024-09-01,Cash,Pending,65901.82,TXN130159
30160,PAY030160,30160,2024-01-18,Net Banking,Pending,56818.78,TXN130160
30161,PAY030161,30161,2023-07-14,Net Banking,Completed,51549.67,TXN130161
30162,PAY030162,30162,2023-10-15,Credit Card,Refunded,58778.25,TXN130162
30163,PAY030163,30163,2024-05-15,Debit Card,Refunded,15646.48,TXN130163
30164,PAY030164,30164,2024-06-04,Net Banking,Pending,14840.27,TXN130164
30165,PAY030165,30165,2023-12-06,Cash,Refunded,77177.58,TXN130165
30166,PAY030166,30166,2025-01-24,Cash,Refunded,80167.84,TXN130166
30167,PAY030167,30167,2024-01-02,Net Banking,Pending,69671.2,TXN130167
30168,PAY030168,30168,2024-12-01,Cash,Completed,778.29,TXN130168
30169,PAY030169,30169,2023-08-08,Debit Card,Completed,13789.8,TXN130169
30170,PAY030170,30170,2023-04-25,Cash,Pending,85011.4,TXN130170
30171,PAY030171,30171,2025-03-01,Net Banking,Completed,12694.53,TXN130171
30172,PAY030172,30172,2023-10-18,Debit Card,Refunded,64536.85,TXN130172
30173,PAY030173,30173,2024-06-09,Cash,Refunded,4315.64,TXN130173
30174,PAY030174,30174,2024-10-19,Credit Card,Refunded,31924.79,TXN130174
30175,PAY030175,30175,2023-06-12,Net Banking,Pending,5346.41,TXN130175
30176,PAY030176,30176,2023-02-09,Cash,Refunded,46136.76,TXN130176
30177,PAY030177,30177,2024-07-25,Net Banking,Refunded,84116.04,TXN130177
30178,PAY030178,30178,2024-01-02,Net Banking,Refunded,80464.8,TXN130178
30179,PAY030179,30179,2023-04-14,Cash,Completed,58439.44,TXN130179
30180,PAY030180,30180,2024-09-11,UPI,Completed,32132.51,TXN130180
30181,PAY030181,30181,2023-01-19,Net Banking,Pending,28296.28,TXN130181
30182,PAY030182,30182,2024-07-21,Net Banking,Refunded,31219.94,TXN130182
30183,PAY030183,30183,2024-02-22,Credit Card,Pending,66866.13,TXN130183
